,tweets,classification
1890, donat victim typhoon ulyssesph rescueph reliefph,donation
1891, donat victim typhoon ulyssesph rescueph reliefph,donation
1892, donat victim typhoon ulyssesph rescueph reliefph,donation
1893, donat victim typhoon ulyssesph rescueph reliefph,donation
1894, donat victim typhoon ulyssesph rescueph reliefph,donation
1895, donat victim typhoon ulyssesph rescueph reliefph,donation
1896, pray baguio victim,emotional_support
1897, help need manila sendhelp,call_for_action
1898, help need manila sendhelp,call_for_action
1899, help need manila sendhelp,call_for_action
1900, help need manila sendhelp,call_for_action
1901, help need manila sendhelp,call_for_action
1902, help need manila sendhelp,call_for_action
1903, help need manila sendhelp,call_for_action
1904, help need manila sendhelp,call_for_action
1905, pray baguio victim,emotional_support
1906, pray baguio victim,emotional_support
1907, help need manila sendhelp,call_for_action
1908, help need manila sendhelp,call_for_action
1909, help need manila sendhelp,call_for_action
1910, pray baguio,emotional_support
1911, camp 7 current flood,situational_update
1912, donat yolanda victim reliefph,donation
1913, pray baguio,emotional_support
1914, camp 7 current flood,situational_update
1915, send help cebu,call_for_action
1916, need donat reliefph,donation
1917, help need manila send help,call_for_action
1918, pray victim yolanda,emotional_support
1919, donat victim typhoon ulyseesph reliefph,donation
1920, yolanda strong caus larg number flood,situational_update
1921, yolanda flood camp 7,situational_update
1922, yolanda flood camp 7,situational_update
1923, yolanda flood camp 7,situational_update
1924, help victim typhoon ulyss,call_for_action
1925, help need manila sendhelp,call_for_action
1926, camp 7 current flood,situational_update
1927, send help,call_for_action
1928, send help,call_for_action
1929, send help,call_for_action
1930, send help,call_for_action
1931, send help,call_for_action
1932, send help,call_for_action
1933, send help,call_for_action
1934, send help,call_for_action
1935, send help,call_for_action
1936, send help,call_for_action
1937, send help,call_for_action
1938, send help,call_for_action
1939, send help,call_for_action
1940, send help,call_for_action
1941, send help,call_for_action
1942, send help,call_for_action
1943, send help,call_for_action
1944, send help,call_for_action
1945, send help,call_for_action
1946, send help,call_for_action
1947, send help,call_for_action
1948, send help,call_for_action
1949, send help,call_for_action
1950, send help,call_for_action
1951, send help,call_for_action
1952, oh helppppp,situational_update
1953, oh helppppp,situational_update
1954, oh helppppp,situational_update
1955, oh helppppp,situational_update
1956, oh helppppp,situational_update
1957, oh helppppp,situational_update
1958, oh helppppp,situational_update
1959, oh helppppp,situational_update
1960, helpppp,situational_update
1961, helpppp,situational_update
1962, helpppp,situational_update
1963, helpppp,situational_update
1964, helpppp,situational_update
1965, send help,call_for_action
1966, send help,call_for_action
1967, camp 7 current flood,situational_update
